defect_id,strategy,detected,execution_time,defect_type,violation_count
J-216,metamorphic_only,True,0.0037,metamorphic,1
J-216,combined,True,0.0037,metamorphic,1
J-217,structural_only,False,0.001,metamorphic,0
J-217,metamorphic_only,True,0.0037,metamorphic,1
J-217,combined,True,0.0037,metamorphic,1
J-218,structural_only,False,0.001,metamorphic,0
J-218,metamorphic_only,True,0.0037,metamorphic,1
J-218,combined,True,0.0037,metamorphic,1
J-219,structural_only,False,0.001,metamorphic,0
J-219,metamorphic_only,True,0.0037,metamorphic,1
J-219,combined,True,0.0037,metamorphic,1
J-220,structural_only,False,0.001,metamorphic,0
J-220,metamorphic_only,True,0.0037,metamorphic,1
J-220,combined,True,0.0037,metamorphic,1
J-221,structural_only,False,0.001,metamorphic,0
J-221,metamorphic_only,True,0.0037,metamorphic,1
J-221,combined,True,0.0037,metamorphic,1
J-222,structural_only,False,0.001,metamorphic,0
J-222,metamorphic_only,True,0.0037,metamorphic,1
J-222,combined,True,0.0037,metamorphic,1
J-223,structural_only,False,0.001,metamorphic,0
J-223,metamorphic_only,True,0.0037,metamorphic,1
J-223,combined,True,0.0037,metamorphic,1
J-224,structural_only,False,0.001,metamorphic,0
J-224,metamorphic_only,True,0.0037,metamorphic,1
J-224,combined,True,0.0037,metamorphic,1
J-225,structural_only,False,0.001,metamorphic,0
J-225,metamorphic_only,True,0.0037,metamorphic,1
J-225,combined,True,0.0037,metamorphic,1
J-226,structural_only,False,0.001,metamorphic,0
J-226,metamorphic_only,True,0.0037,metamorphic,1
J-226,combined,True,0.0037,metamorphic,1
J-227,structural_only,False,0.001,metamorphic,0
J-227,metamorphic_only,True,0.0037,metamorphic,1
J-227,combined,True,0.0037,metamorphic,1
J-228,structural_only,False,0.001,metamorphic,0
J-228,metamorphic_only,True,0.0037,metamorphic,1
J-228,combined,True,0.0037,metamorphic,1
J-229,structural_only,False,0.001,metamorphic,0
J-229,metamorphic_only,True,0.0037,metamorphic,1
J-229,combined,True,0.0037,metamorphic,1
J-230,structural_only,False,0.001,metamorphic,0
J-230,metamorphic_only,True,0.0037,metamorphic,1
J-230,combined,True,0.0037,metamorphic,1
J-231,structural_only,False,0.001,metamorphic,0
J-231,metamorphic_only,True,0.0037,metamorphic,1
J-231,combined,True,0.0037,metamorphic,1
J-232,structural_only,False,0.001,metamorphic,0
J-232,metamorphic_only,True,0.0037,metamorphic,1
J-232,combined,True,0.0037,metamorphic,1
J-233,structural_only,False,0.001,metamorphic,0
J-233,metamorphic_only,True,0.0037,metamorphic,1
J-233,combined,True,0.0037,metamorphic,1
J-234,structural_only,False,0.001,metamorphic,0
J-234,metamorphic_only,True,0.0037,metamorphic,1
J-234,combined,True,0.0037,metamorphic,1
J-235,structural_only,False,0.001,metamorphic,0
J-235,metamorphic_only,True,0.0037,metamorphic,1
J-235,combined,True,0.0037,metamorphic,1
J-236,structural_only,False,0.001,metamorphic,0
J-236,metamorphic_only,True,0.0037,metamorphic,1
J-236,combined,True,0.0037,metamorphic,1
J-237,structural_only,False,0.001,metamorphic,0
J-237,metamorphic_only,True,0.0037,metamorphic,1
J-237,combined,True,0.0037,metamorphic,1
J-238,structural_only,False,0.001,metamorphic,0
J-238,metamorphic_only,True,0.0037,metamorphic,1
J-238,combined,True,0.0037,metamorphic,1
J-239,structural_only,False,0.001,metamorphic,0
J-239,metamorphic_only,True,0.0037,metamorphic,1
J-239,combined,True,0.0037,metamorphic,1
J-240,structural_only,False,0.001,metamorphic,0
J-240,metamorphic_only,True,0.0037,metamorphic,1
J-240,combined,True,0.0037,metamorphic,1
J-241,structural_only,False,0.001,metamorphic,0
J-241,metamorphic_only,True,0.0037,metamorphic,1
J-241,combined,True,0.0037,metamorphic,1
J-242,structural_only,False,0.001,metamorphic,0
J-242,metamorphic_only,True,0.0037,metamorphic,1
J-242,combined,True,0.0037,metamorphic,1
J-243,structural_only,False,0.001,metamorphic,0
J-243,metamorphic_only,True,0.0037,metamorphic,1
J-243,combined,True,0.0037,metamorphic,1
J-244,structural_only,False,0.001,metamorphic,0
J-244,metamorphic_only,True,0.0037,metamorphic,1
J-244,combined,True,0.0037,metamorphic,1
J-245,structural_only,False,0.001,metamorphic,0
J-245,metamorphic_only,True,0.0037,metamorphic,1
J-245,combined,True,0.0037,metamorphic,1
J-246,structural_only,False,0.001,metamorphic,0
J-246,metamorphic_only,True,0.0037,metamorphic,1
J-246,combined,True,0.0037,metamorphic,1
J-247,structural_only,False,0.001,metamorphic,0
J-247,metamorphic_only,True,0.0037,metamorphic,1
J-247,combined,True,0.0037,metamorphic,1
J-248,structural_only,False,0.001,metamorphic,0
J-248,metamorphic_only,True,0.0037,metamorphic,1
J-248,combined,True,0.0037,metamorphic,1
J-249,structural_only,False,0.001,metamorphic,0
J-249,metamorphic_only,True,0.0037,metamorphic,1
J-249,combined,True,0.0037,metamorphic,1
J-250,structural_only,False,0.001,metamorphic,0
J-250,metamorphic_only,True,0.0037,metamorphic,1
J-250,combined,True,0.0037,metamorphic,1
J-251,structural_only,False,0.001,metamorphic,0
J-251,metamorphic_only,True,0.0037,metamorphic,1
J-251,combined,True,0.0037,metamorphic,1
J-252,structural_only,False,0.001,metamorphic,0
J-252,metamorphic_only,True,0.0037,metamorphic,1
J-252,combined,True,0.0037,metamorphic,1
J-253,structural_only,False,0.001,metamorphic,0
J-253,metamorphic_only,True,0.0037,metamorphic,1
J-253,combined,True,0.0037,metamorphic,1
J-254,structural_only,False,0.001,metamorphic,0
J-254,metamorphic_only,True,0.0037,metamorphic,1
J-254,combined,True,0.0037,metamorphic,1
J-255,structural_only,False,0.001,metamorphic,0
J-255,metamorphic_only,True,0.0037,metamorphic,1
J-255,combined,True,0.0037,metamorphic,1
J-256,structural_only,False,0.001,metamorphic,0
J-256,metamorphic_only,True,0.0037,metamorphic,1
J-256,combined,True,0.0037,metamorphic,1
J-257,structural_only,False,0.001,metamorphic,0
J-257,metamorphic_only,True,0.0037,metamorphic,1
J-257,combined,True,0.0037,metamorphic,1
J-258,structural_only,False,0.001,metamorphic,0
J-258,metamorphic_only,True,0.0037,metamorphic,1
J-258,combined,True,0.0037,metamorphic,1
J-259,structural_only,False,0.001,metamorphic,0
J-259,metamorphic_only,True,0.0037,metamorphic,1
J-259,combined,True,0.0037,metamorphic,1
J-260,structural_only,False,0.001,metamorphic,0
J-260,metamorphic_only,True,0.0037,metamorphic,1
J-260,combined,True,0.0037,metamorphic,1
J-261,structural_only,False,0.001,metamorphic,0
J-261,metamorphic_only,True,0.0037,metamorphic,1
J-261,combined,True,0.0037,metamorphic,1
J-262,structural_only,False,0.001,metamorphic,0
J-262,metamorphic_only,True,0.0037,metamorphic,1
J-262,combined,True,0.0037,metamorphic,1
J-263,structural_only,False,0.001,metamorphic,0
J-263,metamorphic_only,True,0.0037,metamorphic,1
J-263,combined,True,0.0037,metamorphic,1
J-264,structural_only,False,0.001,metamorphic,0
J-264,metamorphic_only,True,0.0037,metamorphic,1
J-264,combined,True,0.0037,metamorphic,1
J-265,structural_only,False,0.001,metamorphic,0
J-265,metamorphic_only,True,0.0037,metamorphic,1
J-265,combined,True,0.0037,metamorphic,1
J-266,structural_only,False,0.001,metamorphic,0
J-266,metamorphic_only,True,0.0037,metamorphic,1
J-266,combined,True,0.0037,metamorphic,1
J-267,structural_only,False,0.001,metamorphic,0
J-267,metamorphic_only,True,0.0037,metamorphic,1
J-267,combined,True,0.0037,metamorphic,1
J-268,structural_only,False,0.001,metamorphic,0
J-268,metamorphic_only,True,0.0037,metamorphic,1
J-268,combined,True,0.0037,metamorphic,1
J-269,structural_only,False,0.001,metamorphic,0
J-269,metamorphic_only,True,0.0037,metamorphic,1
J-269,combined,True,0.0037,metamorphic,1
J-270,structural_only,False,0.001,metamorphic,0
J-270,metamorphic_only,True,0.0037,metamorphic,1
J-270,combined,True,0.0037,metamorphic,1
J-271,structural_only,False,0.001,metamorphic,0
J-271,metamorphic_only,True,0.0037,metamorphic,1
J-271,combined,True,0.0037,metamorphic,1
J-272,structural_only,False,0.001,metamorphic,0
J-272,metamorphic_only,True,0.0037,metamorphic,1
J-272,combined,True,0.0037,metamorphic,1
J-273,structural_only,False,0.001,metamorphic,0
J-273,metamorphic_only,True,0.0037,metamorphic,1
J-273,combined,True,0.0037,metamorphic,1
J-274,structural_only,False,0.001,metamorphic,0
J-274,metamorphic_only,True,0.0037,metamorphic,1
J-274,combined,True,0.0037,metamorphic,1
J-275,structural_only,False,0.001,metamorphic,0
J-275,metamorphic_only,True,0.0037,metamorphic,1
J-275,combined,True,0.0037,metamorphic,1
J-276,structural_only,False,0.001,metamorphic,0
J-276,metamorphic_only,True,0.0037,metamorphic,1
J-276,combined,True,0.0037,metamorphic,1
J-277,structural_only,False,0.001,metamorphic,0
J-277,metamorphic_only,True,0.0037,metamorphic,1
J-277,combined,True,0.0037,metamorphic,1
J-278,structural_only,False,0.001,metamorphic,0
J-278,metamorphic_only,True,0.0037,metamorphic,1
J-278,combined,True,0.0037,metamorphic,1
J-279,structural_only,False,0.001,metamorphic,0
J-279,metamorphic_only,True,0.0037,metamorphic,1
J-279,combined,True,0.0037,metamorphic,1
J-280,structural_only,False,0.001,metamorphic,0
J-280,metamorphic_only,True,0.0037,metamorphic,1
J-280,combined,True,0.0037,metamorphic,1
J-281,structural_only,False,0.001,composition,0
J-281,metamorphic_only,False,0.0037,composition,0
J-281,combined,False,0.0037,composition,0
J-282,structural_only,False,0.001,composition,0
J-282,metamorphic_only,False,0.0037,composition,0
J-282,combined,False,0.0037,composition,0
J-283,structural_only,False,0.001,composition,0
J-283,metamorphic_only,False,0.0037,composition,0
J-283,combined,False,0.0037,composition,0
J-284,structural_only,False,0.001,composition,0
J-284,metamorphic_only,False,0.0037,composition,0
J-284,combined,False,0.0037,composition,0
J-285,structural_only,False,0.001,composition,0
J-285,metamorphic_only,False,0.0037,composition,0
J-285,combined,False,0.0037,composition,0
J-286,structural_only,False,0.001,composition,0
J-286,metamorphic_only,False,0.0037,composition,0
J-286,combined,False,0.0037,composition,0
J-287,structural_only,False,0.001,composition,0
J-287,metamorphic_only,False,0.0037,composition,0
J-287,combined,False,0.0037,composition,0
J-288,structural_only,False,0.001,composition,0
J-288,metamorphic_only,False,0.0037,composition,0
J-288,combined,False,0.0037,composition,0
J-289,structural_only,False,0.001,composition,0
J-289,metamorphic_only,False,0.0037,composition,0
J-289,combined,False,0.0037,composition,0
J-290,structural_only,False,0.001,composition,0
J-290,metamorphic_only,False,0.0037,composition,0
J-290,combined,False,0.0037,composition,0
J-291,structural_only,False,0.001,composition,0
J-291,metamorphic_only,False,0.0037,composition,0
J-291,combined,False,0.0037,composition,0
J-292,structural_only,False,0.001,composition,0
J-292,metamorphic_only,False,0.0037,composition,0
J-292,combined,False,0.0037,composition,0
J-293,structural_only,False,0.001,composition,0
J-293,metamorphic_only,False,0.0037,composition,0
J-293,combined,False,0.0037,composition,0
J-294,structural_only,False,0.001,composition,0
J-294,metamorphic_only,False,0.0037,composition,0
J-294,combined,False,0.0037,composition,0
J-295,structural_only,False,0.001,composition,0
J-295,metamorphic_only,False,0.0037,composition,0
J-295,combined,False,0.0037,composition,0
J-296,structural_only,False,0.001,composition,0
J-296,metamorphic_only,False,0.0037,composition,0
J-296,combined,False,0.0037,composition,0
J-297,structural_only,False,0.001,composition,0
J-297,metamorphic_only,False,0.0037,composition,0
J-297,combined,False,0.0037,composition,0
J-298,structural_only,False,0.001,composition,0
J-298,metamorphic_only,False,0.0037,composition,0
J-298,combined,False,0.0037,composition,0
J-299,structural_only,False,0.001,composition,0
J-299,metamorphic_only,False,0.0037,composition,0
J-299,combined,False,0.0037,composition,0
J-300,structural_only,False,0.001,composition,0
J-300,metamorphic_only,False,0.0037,composition,0
J-300,combined,False,0.0037,composition,0
J-301,structural_only,False,0.001,composition,0
J-301,metamorphic_only,False,0.0037,composition,0
J-301,combined,False,0.0037,composition,0
J-302,structural_only,False,0.001,composition,0
J-302,metamorphic_only,False,0.0037,composition,0
J-302,combined,False,0.0037,composition,0
J-303,structural_only,False,0.001,composition,0
J-303,metamorphic_only,False,0.0037,composition,0
J-303,combined,False,0.0037,composition,0
J-304,structural_only,False,0.001,composition,0
J-304,metamorphic_only,False,0.0037,composition,0
J-304,combined,False,0.0037,composition,0
J-305,structural_only,False,0.001,composition,0
J-305,metamorphic_only,False,0.0037,composition,0
J-305,combined,False,0.0037,composition,0
J-306,structural_only,False,0.001,composition,0
J-306,metamorphic_only,False,0.0037,composition,0
J-306,combined,False,0.0037,composition,0
J-307,structural_only,False,0.001,composition,0
J-307,metamorphic_only,False,0.0037,composition,0
J-307,combined,False,0.0037,composition,0
J-308,structural_only,False,0.001,composition,0
J-308,metamorphic_only,False,0.0037,composition,0
J-308,combined,False,0.0037,composition,0
J-309,structural_only,False,0.001,composition,0
J-309,metamorphic_only,False,0.0037,composition,0
J-309,combined,False,0.0037,composition,0
J-310,structural_only,False,0.001,composition,0
J-310,metamorphic_only,False,0.0037,composition,0
J-310,combined,False,0.0037,composition,0
J-311,structural_only,False,0.001,composition,0
J-311,metamorphic_only,False,0.0037,composition,0
J-311,combined,False,0.0037,composition,0
J-312,structural_only,False,0.001,composition,0
J-312,metamorphic_only,False,0.0037,composition,0
J-312,combined,False,0.0037,composition,0
J-313,structural_only,False,0.001,composition,0
J-313,metamorphic_only,False,0.0037,composition,0
J-313,combined,False,0.0037,composition,0
J-314,structural_only,False,0.001,composition,0
J-314,metamorphic_only,False,0.0037,composition,0
J-314,combined,False,0.0037,composition,0
J-315,structural_only,False,0.001,composition,0
J-315,metamorphic_only,False,0.0037,composition,0
J-315,combined,False,0.0037,composition,0
J-316,structural_only,False,0.001,composition,0
J-316,metamorphic_only,False,0.0037,composition,0
J-316,combined,False,0.0037,composition,0
J-317,structural_only,False,0.001,composition,0
J-317,metamorphic_only,False,0.0037,composition,0
J-317,combined,False,0.0037,composition,0
J-318,structural_only,False,0.001,composition,0
J-318,metamorphic_only,False,0.0037,composition,0
J-318,combined,False,0.0037,composition,0
J-319,structural_only,False,0.001,composition,0
J-319,metamorphic_only,False,0.0037,composition,0
J-319,combined,False,0.0037,composition,0
J-320,structural_only,False,0.001,composition,0
J-320,metamorphic_only,False,0.0037,composition,0
J-320,combined,False,0.0037,composition,0
J-321,structural_only,False,0.001,composition,0
J-321,metamorphic_only,False,0.0037,composition,0
J-321,combined,False,0.0037,composition,0
J-322,structural_only,False,0.001,composition,0
J-322,metamorphic_only,False,0.0037,composition,0
J-322,combined,False,0.0037,composition,0
J-323,structural_only,False,0.001,composition,0
J-323,metamorphic_only,False,0.0037,composition,0
J-323,combined,False,0.0037,composition,0
J-324,structural_only,False,0.001,composition,0
J-324,metamorphic_only,False,0.0037,composition,0
J-324,combined,False,0.0037,composition,0
J-325,structural_only,False,0.001,composition,0
J-325,metamorphic_only,False,0.0037,composition,0
J-325,combined,False,0.0037,composition,0
J-326,structural_only,False,0.001,composition,0
J-326,metamorphic_only,False,0.0037,composition,0
J-326,combined,False,0.0037,composition,0
J-327,structural_only,False,0.001,composition,0
J-327,metamorphic_only,False,0.0037,composition,0
J-327,combined,False,0.0037,composition,0
J-328,structural_only,False,0.001,composition,0
J-328,metamorphic_only,False,0.0037,composition,0
J-328,combined,False,0.0037,composition,0
J-329,structural_only,False,0.001,composition,0
J-329,metamorphic_only,False,0.0037,composition,0
J-329,combined,False,0.0037,composition,0
J-330,structural_only,False,0.001,composition,0
J-330,metamorphic_only,False,0.0037,composition,0
J-330,combined,False,0.0037,composition,0
J-331,structural_only,False,0.001,composition,0
J-331,metamorphic_only,False,0.0037,composition,0
J-331,combined,False,0.0037,composition,0
J-332,structural_only,False,0.001,composition,0
J-332,metamorphic_only,False,0.0037,composition,0
J-332,combined,False,0.0037,composition,0
J-333,structural_only,False,0.001,composition,0
J-333,metamorphic_only,False,0.0037,composition,0
J-333,combined,False,0.0037,composition,0
J-334,structural_only,False,0.001,composition,0
J-334,metamorphic_only,False,0.0037,composition,0
J-334,combined,False,0.0037,composition,0
J-335,structural_only,False,0.001,composition,0
J-335,metamorphic_only,False,0.0037,composition,0
J-335,combined,False,0.0037,composition,0
J-336,structural_only,False,0.001,composition,0
J-336,metamorphic_only,False,0.0037,composition,0
J-336,combined,False,0.0037,composition,0
J-337,structural_only,False,0.001,composition,0
J-337,metamorphic_only,False,0.0037,composition,0
J-337,combined,False,0.0037,composition,0
J-338,structural_only,False,0.001,composition,0
J-338,metamorphic_only,False,0.0037,composition,0
J-338,combined,False,0.0037,composition,0
J-339,structural_only,False,0.001,composition,0
J-339,metamorphic_only,False,0.0037,composition,0
J-339,combined,False,0.0037,composition,0
J-340,structural_only,False,0.001,composition,0
J-340,metamorphic_only,False,0.0037,composition,0
J-340,combined,False,0.0037,composition,0
J-341,structural_only,False,0.001,composition,0
J-341,metamorphic_only,False,0.0037,composition,0
J-341,combined,False,0.0037,composition,0
J-342,structural_only,False,0.001,composition,0
J-342,metamorphic_only,False,0.0037,composition,0
J-342,combined,False,0.0037,composition,0
J-343,structural_only,False,0.001,composition,0
J-343,metamorphic_only,False,0.0037,composition,0
J-343,combined,False,0.0037,composition,0
J-344,structural_only,False,0.001,composition,0
J-344,metamorphic_only,False,0.0037,composition,0
J-344,combined,False,0.0037,composition,0
J-345,structural_only,False,0.001,composition,0
J-345,metamorphic_only,False,0.0037,composition,0
J-345,combined,False,0.0037,composition,0
J-346,structural_only,False,0.001,composition,0
J-346,metamorphic_only,False,0.0037,composition,0
J-346,combined,False,0.0037,composition,0
J-347,structural_only,False,0.001,composition,0
J-347,metamorphic_only,False,0.0037,composition,0
J-347,combined,False,0.0037,composition,0
J-348,structural_only,False,0.001,composition,0
J-348,metamorphic_only,False,0.0037,composition,0
J-348,combined,False,0.0037,composition,0
