17:50:32 INFO run_experiment: H-E1 pipeline starting | n_docs=10000000 | quick=False
17:50:32 INFO run_experiment: Directories ready.
17:50:32 INFO corpus_filter: Loading base corpus (10000000 docs)…
17:51:25 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175125Z&X-Amz-Expires=3600&X-Amz-Signature=e48b2fd7f6b67112c2eb2e368f31609bf6f5a5c52009b8ad423df149b33346d7&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514285&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI4NX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=dUPLI7ZYW8a-c5nL1PyTXrZsdl9kENBCEJa8jBwKv-L2DHcYLo9pvdhvPf6wgo%7Edt%7EFhQkNH5x-uDadq7qncIEYbkFdgbzTO%7E9oo2xbvpv4ruZPjuSO5x%7EczheaV9GD1Rax2FZ1lKUZHCbuxK8pbEE9dkYkt2QZmskxNLviilBgesAPLzIrUJNM9Yo19EjHjXzudbIovWviQf4HszgcK6a7fzyX1BRAZBQkHpAZ1l3rXU11brp0wXHatN4Yvi0e%7ERMeO2v%7EVBb6o5UuWt2jl-h%7Emp0Q0w3acl9S5rmhH49Sc5kjJ2hljoePpGTs2CyLHJFacstnHhcvLVCSz-DMk8w__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:26 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000000_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:26 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T174726Z&X-Amz-Expires=3600&X-Amz-Signature=5cb56d9de7c0c951005f93c4f8150ab7853c44cfe2825fd64046e9a1f60b3881&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514046&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDA0Nn19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=XbvF65-MdlHO%7ENrl2FhvYAsqt%7EbBf5%7EwEmh0wo0Thi9abKULXfUt%7EiZwdUzhWAJMKqOkwXTlPYud1-o8p-aBz%7EEzX6RiojaTDoeT3djR9P-KzNz9ISfCcrVwhRxpFK6fG9aY6VRF3YmUxKSmoeDQlnWOk22yRLGtrvCGqay1M0sCDA%7EmVnFL5WkVwHe5EvFALo2ZPBmTN%7E32rbSk9ZsteDP07HDPGWFcT5K9dli4MFScC6uVOX3Fo-VWF1yXrL7vLpx5jbVsQJRi2cN%7E5xnYNiotT2b%7EKbhO08uvCTSI0HSzd2Cz6ufMTVY2baroDd5IV4YD3lGXuXtG0a2Oo15ZzQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:27 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000000_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:27 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T174855Z&X-Amz-Expires=3600&X-Amz-Signature=fff19608fe0e7319f72de17ed436326a8e47910f6d78a16e9485f1b3a9bb9687&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514135&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDEzNX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=KmFanU5dUcP%7E-pQTk7tkBOkUjiJ0APWmDBLx2E%7EKdk9M5WB4d8ONyc7%7ESLg03fx3BmfH2i6PSUtWwbmO2fYlZwh92%7ErXTMVejJ8QomkqqwCFeHLvuOmkloLIEPSL2fHrdglU0InTndhkyeyb0Gxsdic7W%7EeSLG6o471fAVc2ESqZF6f8AxIypdPwXFhIxNewyb%7EpVS0jjcg4ei77DOZSUrDCXLgOCeyjiMSjdbzFTFyrcElfq6DcjHSVi29Yb2mhK2hcQl7LaRoa1fumexoR8K6TjaSx6BWpq3cRdIwAsFYUC%7EwiNTAvwqDI-G7E3K6FNReIfVM23Xp2bBv7B5wPYQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:28 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000000_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:28 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175128Z&X-Amz-Expires=3600&X-Amz-Signature=7986fa25a30023e7b1350f5ee16082b5f58c2c6d2fbc8fdbcde182f0786445ed&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514288&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI4OH19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=fX7P%7EHlMQDwIVFxvcDNdqyp7C34Rr1EEtv%7ErqOZlL7p8Qsw4Um%7Ek7xuq0A07xJufLzXUbyCjGEnCZAJPLjIDhkaVSYtuDmV-oDjsl5NI2jNbLhDwizeiK3jm-u5uA%7EnGU-cEBd7i9%7ETnsMLYtcAboOMOWUFfA4yFbahdC0AoiGadlfQfzw0DLuCVZj%7EA6D9eOc7GchwdG3xnpveGytYE9evlzzX6xcFnyf0gpOLa4eHKbrhSU-9q9vWwSB%7Eo%7Em8bC8DCaLc4tVXgvL6A6G8FKxro1NwBcMiVIabbEoe1UvbcqMQGpmptnwSj3udDVX7HuxkaVnlUXpzz8ONufxp1FQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:29 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000000_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:29 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T174851Z&X-Amz-Expires=3600&X-Amz-Signature=4313d96590ce70c2712b1597bef3f6aee20ce60190986d420603da5c6053b1bc&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514131&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDEzMX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=elwNwfs-eKw2g2fhf4pDVOecr1zNNTuLC5vhIO6nZVvaBnzevsohKOJkNPRF5eCh1Pu7JczDKySEg3YFMa0fVaumJdLkcuu7xrAWfTX%7EFDmKNpu4FPEjcSA52rXG5YYRUy7hx6bWk%7Ev6NLQVI1HCbZpSuYquSXv4SPyj5U78kk4w0-NmYiZ4uM7K1wJbRq%7Es77P6ltFGb1xKwHx9OyFy0kEHpJvjvelR3vruvpj4V0%7E5NTqLgTyOV3V9%7ECezNfOxE9MvoFv8towDBfcY7gjjRzIuOfwS8gyYR0Gxait%7EWM1F05R2XnfPYpx4EZRnu2%7EprWaqrh3bt2VUVLLlMUNZkA__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:30 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000000_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:30 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/adeebbf8e3920cc9031acb2fc507dc2cd4d034eb8a62aab1f6edf8ec49b74ad9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175130Z&X-Amz-Expires=3600&X-Amz-Signature=9d521f4b4ed1933f4cd69690111f0630cc8703a31283c8c0d00d8107e9a924b4&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000000_processed.jsonl.zst%3B+filename%3D%22shard_00000000_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514290&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5MH19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvYWRlZWJiZjhlMzkyMGNjOTAzMWFjYjJmYzUwN2RjMmNkNGQwMzRlYjhhNjJhYWIxZjZlZGY4ZWM0OWI3NGFkOSoifV19&Signature=pX6ONt4NAkEp15h48niiH2OxNGGY8uJOzrmvWt3xX%7EhhQwAdj09PHtdt3RWnIkxy0ErqOm4uYOwfK5%7EvpM5Z-Vhjt6NVKUdna%7EgtO0RI1jKZBVrlMnBaO86TF1H3FNVW%7EZvTDsf1-Wb3a9ckto%7EJvDbPvNTh-r%7EvCSgw1p7jdIECCyokXQz4GCwthtLbwE8MvIZ87%7E0QonqfpkFN7Q7jkVazX1QjhqiuqTQUwNObV4yuVY4xR%7EpO-DMCe%7E21tRyGEcdr6JavHJ%7EI6hx3360CytFcUcfNkp9PGhXklDx6gC-G6mjBrRMB0XoEerXkcstCvI1yVOJ7dX3lauSKftrkpQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:31 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000001_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:31 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/38dfeaa41d565ae36ceea51a59ac298da73cb0cb0c8e6a8cbfe908171d8e8de7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175131Z&X-Amz-Expires=3600&X-Amz-Signature=cec2493e1ecf0e8f8a6839711ac62bbea64eb372e00d69178703438357f05c6e&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000001_processed.jsonl.zst%3B+filename%3D%22shard_00000001_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514291&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5MX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvMzhkZmVhYTQxZDU2NWFlMzZjZWVhNTFhNTlhYzI5OGRhNzNjYjBjYjBjOGU2YThjYmZlOTA4MTcxZDhlOGRlNyoifV19&Signature=n55YM98GDx6LgEO9hzHO0TYB7OfuyPVZsrE77zrsiSuH55CLm0nYQtnsxPyj2tnUaYbjx9sG%7EE3DAZpOHWho2KOwuzFZCKVN2yTfZFjvJe2B2AjDEEDapAlBHcfWbUM4RYcNK3a5HVSBFHNyaR79%7EOS%7EEOwgB4d0ceJ78YnUtK3rg6eFjRNdaqWj-e4YZDEo5A%7Egkis7nacLJjQW9nqdH0Gih74T-TX42c2%7E6jp0E1TDmQeXtrxxZhW7dkn6jMY2KNcpnZaCWkFf08KrAaLm4d0J1ySstDeuPdEm2LjeworTU08k8iBWyeI5-Dvvihp1HxmjeNOvN1LpaKEKr9I63Q__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:32 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000001_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:32 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/38dfeaa41d565ae36ceea51a59ac298da73cb0cb0c8e6a8cbfe908171d8e8de7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175132Z&X-Amz-Expires=3600&X-Amz-Signature=cf77846092d2b4d91baf526e77ac0871b5f3187df67a2e7ae5f369370225d034&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000001_processed.jsonl.zst%3B+filename%3D%22shard_00000001_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514292&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5Mn19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvMzhkZmVhYTQxZDU2NWFlMzZjZWVhNTFhNTlhYzI5OGRhNzNjYjBjYjBjOGU2YThjYmZlOTA4MTcxZDhlOGRlNyoifV19&Signature=pxq7pzgkqhW0vgpPNMUK3EhGEnPVanoa6Klx8qB64vbCknAAhwKF1HKQSjij6fi8m6YsqsnKIyFq5GtFqiUgGW49sRKhNjz6OpCJPHu1kqQQO089-Kv5kPRdpFe5ZwXrRslDMOLcQb9UbYG--ImMD7at9G8dfHpSRLPcP58uJx9FmvrUsNOVoEbGsj4XJ%7EnsnfPKvWbmVNwRZtENuJnWkRBOvziuwtCrv5A%7EoXKD1t8WGsvs8HugtfSJcITaxy1U3yA7Eo1YYHD1R8ughA3liigf4rL8rV-jVW-Dea6hrjUoygx0VWgqzqJ2RBUcC-CcN4ZKbUXqPLLTclkNCjbPnw__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:33 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000001_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:33 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/38dfeaa41d565ae36ceea51a59ac298da73cb0cb0c8e6a8cbfe908171d8e8de7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175133Z&X-Amz-Expires=3600&X-Amz-Signature=463d2ca8d782c3e73a71e636f318f638ecfcda92396b3865ae84e6d15bf04006&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000001_processed.jsonl.zst%3B+filename%3D%22shard_00000001_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514293&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5M319LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvMzhkZmVhYTQxZDU2NWFlMzZjZWVhNTFhNTlhYzI5OGRhNzNjYjBjYjBjOGU2YThjYmZlOTA4MTcxZDhlOGRlNyoifV19&Signature=QF1KDAp4dx68dvbQIp10H2iivUwEbG4SlZl4Kp9Loj7sCueKbCdJtW4445McJtKKyXO6h9yhqf1KMeBy73CsYEqyt90vcuqFZ2hscP49Eh6GLZMKQJLkXthfzKMVIqwBUTGIEyCoNJHMonHDPZMvrLe9qPeF4T009rPoFb5u6r6Zh-50Kb1Ss3cXRqPS7T3hKe8z5xPuX9JyCOInCKF%7EoP%7Ec2nxd7428g4TFU9Ra5eZ%7EpVifVMg-5fNxmpEmkzQuT0chZw5vAnEmMdiK-YNzkHOP91j5RDIyAZ9sghB8GejEOsfhGrlYCEhr869nv5X8%7EjQMQuWU0BCBpKOA%7EWue0w__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:34 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000001_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:34 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/38dfeaa41d565ae36ceea51a59ac298da73cb0cb0c8e6a8cbfe908171d8e8de7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175134Z&X-Amz-Expires=3600&X-Amz-Signature=945907543dbc9544a8a4eca03d17dd91fa492b3ee0f01489b8194d782e982930&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000001_processed.jsonl.zst%3B+filename%3D%22shard_00000001_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514294&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5NH19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvMzhkZmVhYTQxZDU2NWFlMzZjZWVhNTFhNTlhYzI5OGRhNzNjYjBjYjBjOGU2YThjYmZlOTA4MTcxZDhlOGRlNyoifV19&Signature=tAGpXvuIesy791HNoTsTbR5wZrhlNzwu5QB4TAtKSN9dgBb0gg24O2kPQCGEi2EgF9qGgB%7Em6tUFWWCF6WIaKzGe8GjtKRWH76Ip%7E0ZVrCCxqLLmSJgl0cXjAVafXB-bTTadMN01x9NmOp494spqB6UB-rMworTaUojCY8oVPUbw5Ux8%7ELg5-jOf77FIHNDPT%7Ejl2vXvRJ7hoNg2v8PSur9VHPwSB8FY3%7EZwXFY7YJy38zb7khfeElcDHQW45rqzKDOana2tJNNrzHnlV4HvUWPC-AoHBMdublewfJP92Up53RwBgQ%7Ef%7EmzFSRI3bHWvjFzJedef89tTpprpGG26sQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
17:51:35 INFO httpx: HTTP Request: GET https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0/resolve/a3b142c183aebe5af344955ae20836eb34dcf69b/global-shard_01_of_10/local-shard_0_of_10/shard_00000001_processed.jsonl.zst "HTTP/1.1 302 Found"
17:51:35 INFO httpx: HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/66708709d5c5d8fd8db3a5cf/38dfeaa41d565ae36ceea51a59ac298da73cb0cb0c8e6a8cbfe908171d8e8de7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260314%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260314T175135Z&X-Amz-Expires=3600&X-Amz-Signature=feb5baf7fb9ca73d8ab43becd4972c32e86f1940559b38bb296497bc7dc64f98&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27shard_00000001_processed.jsonl.zst%3B+filename%3D%22shard_00000001_processed.jsonl.zst%22%3B&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773514295&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzUxNDI5NX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NjcwODcwOWQ1YzVkOGZkOGRiM2E1Y2YvMzhkZmVhYTQxZDU2NWFlMzZjZWVhNTFhNTlhYzI5OGRhNzNjYjBjYjBjOGU2YThjYmZlOTA4MTcxZDhlOGRlNyoifV19&Signature=dtWkNaGf1S817WSxxOOF0xGDjHq8rsTO%7EWBK7pRmIwBQVEnNWqDZwUlW6-dAu4uvCxH8chJToch%7EGvxkqwSyw9GGjvjPSkR3gHfWZEfIFmZT6Vy1ZB3D4emQLsE7llt%7EoC3Wb%7EDnX54kHHzpYJkwkZzaImX0OFLSKXsvsHamVETwGn3x9AqhcwWw5W9-eQZfC8Wtsafvszj%7E1oTxwn3dwUu8wWVWpvTuraj4TdPdjaUkn94iqg9zSdi9odY9Hdq%7EdyK52VC8gkrp9-rSZsPP6rZMo2powS3Nk8VFGKKZuGrqo1qtM7j646JdN6SkD0lhGD%7E8jrr5dMSY3czOVX6S6w__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
