paper_id,benchmark,publication_date,first_reproduction_date,reproduced_within_12m,time_to_reproduction_days,env_file,pinned_deps,dockerfile,doc_score,pub_year,log_model_params,benchmark_family,task_domain,included_in_analysis
paper_0217,COCO,2024-07-01,2024-07-24,True,23,True,True,True,3,2024,6.915063866587608,COCO,Reinforcement Learning,True
paper_0218,SuperGLUE,2019-04-01,2020-03-31,True,365,True,True,True,3,2019,6.4552604313714,SuperGLUE,Speech,True
paper_0219,COCO,2021-11-01,2022-12-06,False,400,False,False,True,1,2021,10.63519507121592,COCO,Speech,True
paper_0220,CIFAR-100,2020-12-01,2022-01-05,False,400,True,False,False,1,2020,8.225575725258187,CIFAR-100,NLP,True
paper_0221,CIFAR-10,2023-09-01,2024-10-05,False,400,False,False,False,0,2023,6.155179631002995,CIFAR-10,Reinforcement Learning,True
paper_0222,CIFAR-100,2023-02-01,2023-04-12,True,70,True,True,True,3,2023,9.332900633426778,CIFAR-100,Reinforcement Learning,True
paper_0223,GLUE,2021-03-01,2022-04-05,False,400,False,False,False,0,2021,9.048529355286338,GLUE,NLP,True
paper_0224,COCO,2023-03-01,2024-04-04,False,400,True,False,False,1,2023,8.359163563879196,COCO,Speech,True
paper_0225,SQuAD,2023-08-01,2023-08-25,True,24,True,True,True,3,2023,6.050941390658717,SQuAD,NLP,True
paper_0226,SQuAD,2020-09-01,2021-10-06,False,400,True,True,False,2,2020,7.865217528563612,SQuAD,NLP,True
paper_0227,CIFAR-100,2021-04-01,2022-05-06,False,400,True,True,True,3,2021,10.171964232350064,CIFAR-100,NLP,True
paper_0228,PTB,2019-09-01,2020-10-05,False,400,False,False,False,0,2019,9.056606069333837,PTB,Reinforcement Learning,True
paper_0229,ImageNet,2024-07-01,2024-11-14,True,136,False,False,True,1,2024,9.588766835958355,ImageNet,Reinforcement Learning,True
paper_0230,SuperGLUE,2022-01-01,2023-02-05,False,400,False,False,True,1,2022,8.072126782939256,SuperGLUE,Computer Vision,True
paper_0231,SQuAD,2020-06-01,2020-11-16,True,168,True,False,True,2,2020,7.780124569259633,SQuAD,NLP,True
paper_0232,CIFAR-100,2022-06-01,2022-07-25,True,54,True,True,False,2,2022,8.06032314507025,CIFAR-100,NLP,True
paper_0233,CIFAR-100,2019-06-01,2019-06-09,True,8,True,True,False,2,2019,7.569003595360261,CIFAR-100,Speech,True
paper_0234,WMT,2022-04-01,2022-05-12,True,41,False,False,True,1,2022,3.8642905471280153,WMT,Computer Vision,True
paper_0235,WMT,2022-11-01,2023-12-06,False,400,False,False,False,0,2022,6.844939812984892,WMT,NLP,True
paper_0236,SQuAD,2023-07-01,2024-06-30,True,365,False,False,True,1,2023,6.84942058019446,SQuAD,Speech,True
paper_0237,ImageNet,2024-05-01,2025-06-05,False,400,False,False,False,0,2024,4.284015916751191,ImageNet,Computer Vision,True
paper_0238,ImageNet,2023-02-01,2023-02-22,True,21,True,True,True,3,2023,9.070346942098197,ImageNet,Speech,True
paper_0239,PTB,2021-09-01,2022-09-01,True,365,True,False,True,2,2021,8.22783925620154,PTB,NLP,True
paper_0240,SuperGLUE,2023-04-01,2023-09-30,True,182,True,True,False,2,2023,8.466432262527004,SuperGLUE,NLP,True
paper_0241,WikiText,2021-07-01,2021-12-02,True,154,True,True,True,3,2021,9.835090413328242,WikiText,Computer Vision,True
paper_0242,COCO,2023-06-01,2024-07-05,False,400,False,False,True,1,2023,6.267650303570998,COCO,Reinforcement Learning,True
paper_0243,PTB,2023-12-01,2025-01-04,False,400,True,False,False,1,2023,10.866844839650337,PTB,Speech,True
paper_0244,SuperGLUE,2022-12-01,2024-01-05,False,400,False,False,True,1,2022,7.308780970606603,SuperGLUE,Speech,True
paper_0245,ImageNet,2022-12-01,2022-12-02,True,1,False,False,True,1,2022,7.139686728816327,ImageNet,Computer Vision,True
paper_0246,SQuAD,2022-08-01,2023-08-01,True,365,True,True,False,2,2022,7.075807962697203,SQuAD,Speech,True
paper_0247,WikiText,2020-05-01,2021-06-05,False,400,False,False,False,0,2020,5.098053475117824,WikiText,Computer Vision,True
paper_0248,GLUE,2022-11-01,2023-12-06,False,400,True,False,False,1,2022,5.558659900636174,GLUE,Computer Vision,True
paper_0249,SQuAD,2023-11-01,2024-09-24,True,328,True,False,True,2,2023,5.639414120820213,SQuAD,NLP,True
paper_0250,CIFAR-100,2023-04-01,2023-06-16,True,76,True,True,False,2,2023,8.170707237775618,CIFAR-100,Computer Vision,True
paper_0251,CIFAR-100,2022-05-01,2022-12-23,True,236,True,True,False,2,2022,9.798929942296493,CIFAR-100,Reinforcement Learning,True
paper_0252,WMT,2021-12-01,2021-12-07,True,6,True,True,True,3,2021,5.960876736560228,WMT,Speech,True
paper_0253,GLUE,2024-10-01,2025-11-05,False,400,True,False,True,2,2024,7.925286317516123,GLUE,Reinforcement Learning,True
paper_0254,ImageNet,2022-09-01,2022-11-20,True,80,True,False,False,1,2022,9.913667462312194,ImageNet,Speech,True
paper_0255,CIFAR-100,2022-09-01,2023-10-06,False,400,True,True,False,2,2022,11.39065906573938,CIFAR-100,Reinforcement Learning,True
paper_0256,CIFAR-10,2021-05-01,2021-09-06,True,128,False,False,True,1,2021,6.411147893062639,CIFAR-10,Reinforcement Learning,True
paper_0257,COCO,2022-12-01,2024-01-05,False,400,True,True,False,2,2022,10.159087241623283,COCO,Computer Vision,True
paper_0258,SuperGLUE,2023-09-01,2024-02-28,True,180,False,False,False,0,2023,9.713234209251356,SuperGLUE,Computer Vision,True
paper_0259,GLUE,2019-09-01,2020-04-19,True,231,True,True,True,3,2019,8.899311813251702,GLUE,NLP,True
paper_0260,WMT,2022-03-01,2023-04-05,False,400,False,False,False,0,2022,9.569200636873417,WMT,Reinforcement Learning,True
paper_0261,COCO,2023-08-01,2023-10-02,True,62,True,False,True,2,2023,4.7643321888833565,COCO,Speech,True
paper_0262,SQuAD,2020-05-01,2020-06-13,True,43,True,False,False,1,2020,8.559685321995218,SQuAD,Computer Vision,True
paper_0263,COCO,2022-04-01,2023-05-06,False,400,True,False,True,2,2022,10.179671072900867,COCO,NLP,True
paper_0264,CIFAR-10,2024-08-01,2024-09-26,True,56,True,False,False,1,2024,4.523639055326912,CIFAR-10,Speech,True
paper_0265,WikiText,2021-01-01,2022-02-05,False,400,False,False,False,0,2021,8.304709744067445,WikiText,Computer Vision,True
paper_0266,PTB,2019-05-01,2020-06-04,False,400,False,False,False,0,2019,8.310381367717959,PTB,Reinforcement Learning,True
paper_0267,ImageNet,2023-03-01,2023-06-11,True,102,True,False,False,1,2023,7.023606005535506,ImageNet,NLP,True
paper_0268,CIFAR-10,2022-08-01,2023-02-19,True,202,True,True,False,2,2022,11.963383612800058,CIFAR-10,Computer Vision,True
paper_0269,ImageNet,2023-12-01,2024-11-30,True,365,True,True,True,3,2023,10.11696908706065,ImageNet,Computer Vision,True
paper_0270,CIFAR-10,2023-09-01,2024-10-05,False,400,True,False,True,2,2023,7.8769134522399025,CIFAR-10,Computer Vision,True
paper_0271,ImageNet,2023-06-01,2024-05-31,True,365,False,False,True,1,2023,6.756745651928194,ImageNet,Reinforcement Learning,True
paper_0272,SuperGLUE,2021-12-01,2023-01-05,False,400,True,True,False,2,2021,6.1958968912849794,SuperGLUE,Reinforcement Learning,True
paper_0273,SuperGLUE,2020-10-01,2021-02-19,True,141,True,False,True,2,2020,5.174928473157994,SuperGLUE,NLP,True
paper_0274,WMT,2021-01-01,2022-02-05,False,400,False,False,False,0,2021,6.011301250782975,WMT,Reinforcement Learning,True
paper_0275,ImageNet,2021-12-01,2023-01-05,False,400,False,False,False,0,2021,9.09423823035042,ImageNet,Reinforcement Learning,True
paper_0276,WMT,2021-05-01,2022-06-05,False,400,False,False,True,1,2021,8.27150775983533,WMT,Speech,True
paper_0277,SuperGLUE,2021-11-01,2022-12-06,False,400,False,False,False,0,2021,11.098040302990375,SuperGLUE,Reinforcement Learning,True
paper_0278,CIFAR-100,2021-06-01,2021-06-30,True,29,True,True,True,3,2021,8.359436906196898,CIFAR-100,Speech,True
paper_0279,SuperGLUE,2022-08-01,2023-08-01,True,365,True,True,True,3,2022,7.914592410553433,SuperGLUE,Reinforcement Learning,True
paper_0280,PTB,2020-10-01,2021-10-01,True,365,True,True,True,3,2020,6.699966662659094,PTB,NLP,True
paper_0281,GLUE,2022-01-01,2022-03-18,True,76,True,False,True,2,2022,8.121217671349866,GLUE,NLP,True
paper_0282,PTB,2020-05-01,2020-09-01,True,123,False,False,False,0,2020,9.23985266479161,PTB,Speech,True
paper_0283,WMT,2024-05-01,2024-10-22,True,174,False,False,False,0,2024,6.428640806776008,WMT,NLP,True
paper_0284,WMT,2023-11-01,2024-08-10,True,283,True,True,False,2,2023,7.46669534153117,WMT,Computer Vision,True
paper_0285,WMT,2021-03-01,2021-04-04,True,34,False,False,True,1,2021,8.663687726517031,WMT,NLP,True
paper_0286,SuperGLUE,2022-11-01,2023-12-06,False,400,False,False,False,0,2022,9.518775878618314,SuperGLUE,Reinforcement Learning,True
paper_0287,GLUE,2022-07-01,2023-03-31,True,273,True,True,False,2,2022,7.618192416545402,GLUE,Reinforcement Learning,True
paper_0288,WikiText,2022-11-01,2022-11-09,True,8,True,True,True,3,2022,9.093045261944079,WikiText,Reinforcement Learning,True
paper_0289,WikiText,2021-12-01,2022-06-14,True,195,False,False,True,1,2021,9.521539283918708,WikiText,Reinforcement Learning,True
paper_0290,CIFAR-10,2024-01-01,2025-02-04,False,400,False,False,False,0,2024,4.793479066368101,CIFAR-10,Speech,True
paper_0291,GLUE,2024-10-01,2025-11-05,False,400,False,False,True,1,2024,11.220343058757212,GLUE,Reinforcement Learning,True
paper_0292,PTB,2020-08-01,2021-09-05,False,400,False,False,True,1,2020,9.492176239079368,PTB,Computer Vision,True
paper_0293,CIFAR-10,2020-07-01,2021-08-05,False,400,True,True,True,3,2020,6.476708187723929,CIFAR-10,Speech,True
paper_0294,PTB,2021-07-01,2021-07-07,True,6,True,True,True,3,2021,8.427291763024943,PTB,Speech,True
paper_0295,COCO,2023-04-01,2024-05-05,False,400,False,False,True,1,2023,8.39789629359299,COCO,Computer Vision,True
paper_0296,SuperGLUE,2021-05-01,2021-07-29,True,89,True,True,False,2,2021,10.105057882699327,SuperGLUE,NLP,True
paper_0297,SQuAD,2020-05-01,2020-07-05,True,65,True,True,False,2,2020,6.311441962954008,SQuAD,Reinforcement Learning,True
paper_0298,SuperGLUE,2021-02-01,2022-03-08,False,400,False,False,True,1,2021,9.641110838012747,SuperGLUE,Computer Vision,True
paper_0299,WMT,2021-08-01,2022-09-05,False,400,False,False,False,0,2021,6.3518823169219765,WMT,Computer Vision,True
paper_0300,WikiText,2021-09-01,2021-10-27,True,56,True,False,False,1,2021,6.990895125831565,WikiText,NLP,True
paper_0301,PTB,2020-01-01,2021-02-04,False,400,False,False,True,1,2020,6.003878745371174,PTB,Speech,True
paper_0302,PTB,2024-07-01,2024-07-25,True,24,True,True,True,3,2024,9.991064938166161,PTB,Computer Vision,True
paper_0303,ImageNet,2020-01-01,2021-02-04,False,400,False,False,False,0,2020,7.080538537251546,ImageNet,Reinforcement Learning,True
paper_0304,SQuAD,2021-04-01,2021-06-27,True,87,True,True,True,3,2021,4.069798851292822,SQuAD,Speech,True
paper_0305,ImageNet,2023-03-01,2023-10-07,True,220,True,False,True,2,2023,8.909590339284762,ImageNet,Computer Vision,True
paper_0306,WikiText,2023-03-01,2024-04-04,False,400,True,True,False,2,2023,7.903587837025875,WikiText,Computer Vision,True
paper_0307,CIFAR-100,2023-07-01,2024-08-04,False,400,False,False,False,0,2023,7.215974720161741,CIFAR-100,Speech,True
paper_0308,WMT,2021-11-01,2022-02-04,True,95,True,True,True,3,2021,6.7204709451117335,WMT,Computer Vision,True
paper_0309,COCO,2021-06-01,2021-08-12,True,72,True,True,True,3,2021,5.443883041764397,COCO,NLP,True
paper_0310,GLUE,2021-06-01,2021-11-13,True,165,True,True,True,3,2021,10.896998459785852,GLUE,Computer Vision,True
paper_0311,SuperGLUE,2020-10-01,2021-11-05,False,400,True,True,True,3,2020,7.4654877711539465,SuperGLUE,Reinforcement Learning,True
paper_0312,SQuAD,2021-10-01,2022-02-08,True,130,True,True,True,3,2021,6.1409782796151795,SQuAD,Reinforcement Learning,True
paper_0313,WMT,2024-04-01,2024-06-03,True,63,True,True,True,3,2024,5.866557782347568,WMT,Reinforcement Learning,True
paper_0314,COCO,2021-04-01,2021-05-22,True,51,True,True,True,3,2021,10.027351481087727,COCO,Computer Vision,True
paper_0315,WMT,2024-05-01,2024-06-10,True,40,False,False,False,0,2024,6.044875749054626,WMT,Reinforcement Learning,True
paper_0316,PTB,2022-01-01,2022-02-14,True,44,True,True,False,2,2022,7.4883177261938165,PTB,Computer Vision,True
paper_0317,SuperGLUE,2021-04-01,2022-05-06,False,400,True,True,False,2,2021,12.211354132681262,SuperGLUE,Speech,True
paper_0318,PTB,2020-11-01,2021-12-06,False,400,True,True,True,3,2020,9.164896249309662,PTB,Computer Vision,True
paper_0319,COCO,2020-09-01,2020-09-03,True,2,False,False,True,1,2020,9.135883486150263,COCO,Reinforcement Learning,True
paper_0320,SQuAD,2021-02-01,2021-11-22,True,294,True,True,False,2,2021,11.268390533154353,SQuAD,Reinforcement Learning,True
paper_0321,ImageNet,2022-03-01,2022-11-21,True,265,True,True,False,2,2022,9.362679006371218,ImageNet,Computer Vision,True
paper_0322,CIFAR-100,2023-02-01,2024-03-07,False,400,False,False,True,1,2023,7.2223422933828525,CIFAR-100,Speech,True
paper_0323,COCO,2022-05-01,2023-01-31,True,275,True,True,False,2,2022,11.438755812414593,COCO,NLP,True
paper_0324,ImageNet,2022-08-01,2023-08-01,True,365,True,True,True,3,2022,5.372277084045246,ImageNet,Speech,True
paper_0325,GLUE,2023-03-01,2024-04-04,False,400,True,False,False,1,2023,8.170562635931477,GLUE,Speech,True
paper_0326,WikiText,2022-05-01,2023-06-05,False,400,False,False,False,0,2022,6.34917894004209,WikiText,Reinforcement Learning,True
paper_0327,ImageNet,2021-10-01,2022-10-01,True,365,True,True,False,2,2021,9.212856027380143,ImageNet,Computer Vision,True
paper_0328,CIFAR-10,2023-10-01,2024-09-30,True,365,False,False,False,0,2023,13.97051800520682,CIFAR-10,Reinforcement Learning,True
paper_0329,CIFAR-10,2022-07-01,2022-10-10,True,101,True,True,True,3,2022,6.147237740036923,CIFAR-10,Reinforcement Learning,True
paper_0330,WikiText,2021-10-01,2022-10-01,True,365,True,True,True,3,2021,4.3229863363949,WikiText,NLP,True
paper_0331,CIFAR-100,2020-03-01,2020-05-13,True,73,True,True,False,2,2020,5.959190872335526,CIFAR-100,Reinforcement Learning,True
paper_0332,WMT,2023-02-01,2023-04-13,True,71,True,True,True,3,2023,9.582139404552219,WMT,Computer Vision,True
paper_0333,SuperGLUE,2020-10-01,2021-02-07,True,129,True,True,False,2,2020,8.510767511348634,SuperGLUE,NLP,True
paper_0334,SuperGLUE,2019-03-01,2020-04-04,False,400,True,False,True,2,2019,7.8995907659165105,SuperGLUE,Speech,True
paper_0335,SQuAD,2023-09-01,2024-10-05,False,400,True,False,False,1,2023,11.517240968390267,SQuAD,Reinforcement Learning,True
paper_0336,PTB,2022-05-01,2023-06-05,False,400,True,True,False,2,2022,7.40477807576661,PTB,Reinforcement Learning,True
paper_0337,PTB,2023-04-01,2024-05-05,False,400,False,False,False,0,2023,7.825602702473701,PTB,Computer Vision,True
paper_0338,SQuAD,2022-03-01,2023-04-05,False,400,False,False,False,0,2022,10.69235652725325,SQuAD,Speech,True
paper_0339,COCO,2022-11-01,2023-12-06,False,400,True,False,False,1,2022,3.5888678858018617,COCO,NLP,True
paper_0340,GLUE,2022-07-01,2023-01-20,True,203,True,False,True,2,2022,6.841894904105492,GLUE,Computer Vision,True
paper_0341,WikiText,2021-06-01,2022-07-06,False,400,False,False,False,0,2021,11.01284344400316,WikiText,Computer Vision,True
paper_0342,WikiText,2022-10-01,2023-11-05,False,400,False,False,True,1,2022,7.284112337197371,WikiText,Computer Vision,True
paper_0343,ImageNet,2021-12-01,2022-07-20,True,231,True,False,False,1,2021,6.430476183744593,ImageNet,NLP,True
paper_0344,ImageNet,2022-03-01,2023-03-01,True,365,True,False,True,2,2022,9.193565559349953,ImageNet,NLP,True
paper_0345,SuperGLUE,2021-07-01,2022-08-05,False,400,False,False,False,0,2021,9.402372652140746,SuperGLUE,Speech,True
paper_0346,WMT,2020-08-01,2020-08-06,True,5,True,True,True,3,2020,9.394626077824796,WMT,NLP,True
paper_0347,CIFAR-10,2021-11-01,2022-03-10,True,129,True,True,True,3,2021,8.711778755108638,CIFAR-10,Reinforcement Learning,True
paper_0348,WikiText,2023-12-01,2025-01-04,False,400,True,False,True,2,2023,9.790017336120242,WikiText,Speech,True
paper_0349,SuperGLUE,2021-03-01,2021-06-02,True,93,True,False,False,1,2021,7.511839052651597,SuperGLUE,Speech,True
paper_0350,SQuAD,2020-11-01,2020-11-01,True,0,False,False,False,0,2020,8.968318237865905,SQuAD,Reinforcement Learning,True
paper_0351,PTB,2022-11-01,2023-12-06,False,400,True,True,False,2,2022,6.794628304344423,PTB,Reinforcement Learning,True
paper_0352,GLUE,2022-05-01,2023-05-01,True,365,True,True,False,2,2022,4.985856153643226,GLUE,NLP,True
paper_0353,SuperGLUE,2022-02-01,2022-02-21,True,20,True,True,True,3,2022,6.693816677299328,SuperGLUE,Reinforcement Learning,True
paper_0354,CIFAR-100,2022-04-01,2022-07-06,True,96,True,True,True,3,2022,9.735264167812272,CIFAR-100,Reinforcement Learning,True
paper_0355,CIFAR-100,2022-01-01,2022-06-19,True,169,False,False,True,1,2022,7.866234923085725,CIFAR-100,NLP,True
paper_0356,CIFAR-100,2019-11-01,2020-04-10,True,161,True,True,True,3,2019,8.59954912744313,CIFAR-100,Speech,True
paper_0357,CIFAR-10,2023-11-01,2024-12-05,False,400,False,False,False,0,2023,7.7019896012722695,CIFAR-10,Reinforcement Learning,True
paper_0358,SuperGLUE,2024-04-01,2025-05-06,False,400,True,True,False,2,2024,9.99201731877734,SuperGLUE,NLP,True
paper_0359,SQuAD,2021-01-01,2021-12-11,True,344,True,True,True,3,2021,6.272270868253915,SQuAD,NLP,True
paper_0360,GLUE,2020-04-01,2020-07-13,True,103,True,False,False,1,2020,4.902763402272507,GLUE,Speech,True
paper_0361,ImageNet,2019-10-01,2019-11-23,True,53,True,False,False,1,2019,5.564152746469775,ImageNet,Reinforcement Learning,True
paper_0362,COCO,2023-08-01,2023-08-16,True,15,True,False,False,1,2023,8.664130498328813,COCO,Speech,True
paper_0363,CIFAR-10,2020-03-01,2020-03-01,True,0,True,True,True,3,2020,5.873964016846006,CIFAR-10,Computer Vision,True
paper_0364,SQuAD,2020-09-01,2021-02-01,True,153,True,True,False,2,2020,9.966235265953095,SQuAD,Reinforcement Learning,True
paper_0365,WikiText,2023-04-01,2024-05-05,False,400,True,True,False,2,2023,8.273643659342587,WikiText,Speech,True
paper_0366,CIFAR-10,2020-02-01,2020-02-24,True,23,True,True,True,3,2020,9.173904582366749,CIFAR-10,Reinforcement Learning,True
paper_0367,CIFAR-10,2023-06-01,2023-07-18,True,47,True,True,True,3,2023,8.148558488165698,CIFAR-10,Reinforcement Learning,True
paper_0368,WMT,2020-06-01,2021-04-11,True,314,True,True,False,2,2020,8.581705600353414,WMT,Reinforcement Learning,True
paper_0369,ImageNet,2021-11-01,2022-12-06,False,400,True,True,True,3,2021,6.007900427996452,ImageNet,Speech,True
paper_0370,GLUE,2023-07-01,2023-12-08,True,160,True,True,False,2,2023,9.362719020885896,GLUE,Computer Vision,True
paper_0371,CIFAR-100,2022-01-01,2022-03-04,True,62,True,True,False,2,2022,6.784103105429631,CIFAR-100,NLP,True
paper_0372,COCO,2023-01-01,2023-08-08,True,219,True,True,True,3,2023,9.997633289556301,COCO,Computer Vision,True
paper_0373,SuperGLUE,2022-12-01,2024-01-05,False,400,True,True,True,3,2022,9.307003904111724,SuperGLUE,Speech,True
paper_0374,PTB,2021-12-01,2022-07-21,True,232,True,False,True,2,2021,9.514786937954778,PTB,Computer Vision,True
paper_0375,ImageNet,2019-07-01,2019-07-25,True,24,False,False,True,1,2019,11.112001143678409,ImageNet,Computer Vision,True
paper_0376,SQuAD,2019-05-01,2020-01-05,True,249,False,False,True,1,2019,8.227738800619367,SQuAD,NLP,True
paper_0377,SQuAD,2021-08-01,2022-09-05,False,400,False,False,False,0,2021,6.686630419779778,SQuAD,Speech,True
paper_0378,GLUE,2024-03-01,2025-04-05,False,400,False,False,True,1,2024,10.2937583985038,GLUE,Reinforcement Learning,True
paper_0379,WikiText,2021-12-01,2022-12-01,True,365,True,True,False,2,2021,7.031885961344403,WikiText,Reinforcement Learning,True
paper_0380,CIFAR-100,2024-08-01,2025-09-05,False,400,True,False,False,1,2024,5.497243507145215,CIFAR-100,Reinforcement Learning,True
paper_0381,SQuAD,2021-09-01,2022-09-01,True,365,True,False,False,1,2021,6.026149351662695,SQuAD,NLP,True
paper_0382,WikiText,2020-08-01,2021-06-03,True,306,False,False,False,0,2020,9.450398945346368,WikiText,Speech,True
paper_0383,GLUE,2021-02-01,2022-03-08,False,400,False,False,False,0,2021,5.765163652973207,GLUE,Reinforcement Learning,True
paper_0384,GLUE,2021-09-01,2022-08-24,True,357,True,False,True,2,2021,6.782820553520599,GLUE,NLP,True
paper_0385,SuperGLUE,2020-09-01,2021-10-06,False,400,False,False,False,0,2020,6.535063085976692,SuperGLUE,Reinforcement Learning,True
paper_0386,SuperGLUE,2022-02-01,2023-03-08,False,400,False,False,True,1,2022,9.430324801521369,SuperGLUE,Reinforcement Learning,True
paper_0387,SuperGLUE,2019-11-01,2020-12-05,False,400,True,True,True,3,2019,3.9017522270928,SuperGLUE,NLP,True
paper_0388,CIFAR-10,2019-11-01,2020-12-05,False,400,True,True,False,2,2019,6.641118154136574,CIFAR-10,NLP,True
paper_0389,SuperGLUE,2019-10-01,2020-11-04,False,400,True,True,True,3,2019,4.948528193592636,SuperGLUE,Reinforcement Learning,True
paper_0390,WikiText,2022-01-01,2022-01-27,True,26,True,False,False,1,2022,11.775375314680382,WikiText,NLP,True
paper_0391,ImageNet,2019-06-01,2019-07-13,True,42,True,True,False,2,2019,8.379393862435325,ImageNet,NLP,True
paper_0392,ImageNet,2023-11-01,2024-12-05,False,400,True,True,True,3,2023,5.397312946328841,ImageNet,Speech,True
paper_0393,WMT,2019-05-01,2019-07-07,True,67,True,True,False,2,2019,8.898437442570069,WMT,NLP,True
paper_0394,SQuAD,2023-12-01,2024-06-30,True,212,True,True,False,2,2023,6.4754349840053695,SQuAD,Speech,True
paper_0395,GLUE,2024-03-01,2025-04-05,False,400,False,False,True,1,2024,4.2845602772845774,GLUE,Computer Vision,True
paper_0396,WikiText,2019-04-01,2020-05-05,False,400,True,True,False,2,2019,6.115826930490141,WikiText,Reinforcement Learning,True
paper_0397,SQuAD,2019-12-01,2021-01-04,False,400,True,True,False,2,2019,5.77043219056697,SQuAD,Speech,True
paper_0398,COCO,2021-12-01,2023-01-05,False,400,True,True,False,2,2021,11.263713798178218,COCO,Speech,True
paper_0399,PTB,2021-08-01,2021-12-21,True,142,True,True,False,2,2021,7.25582351709409,PTB,Computer Vision,True
paper_0400,SQuAD,2022-04-01,2022-05-18,True,47,True,False,True,2,2022,8.452457641168174,SQuAD,Computer Vision,True
paper_0401,SQuAD,2022-10-01,2023-11-05,False,400,True,True,False,2,2022,6.062141303502836,SQuAD,Computer Vision,True
paper_0402,COCO,2021-07-01,2021-10-06,True,97,True,True,True,3,2021,5.696263230826451,COCO,Computer Vision,True
paper_0403,GLUE,2023-09-01,2024-03-14,True,195,True,True,True,3,2023,10.220697959828586,GLUE,Reinforcement Learning,True
paper_0404,ImageNet,2021-06-01,2022-07-06,False,400,False,False,False,0,2021,7.283941240506028,ImageNet,Speech,True
paper_0405,WikiText,2021-07-01,2021-07-02,True,1,True,False,True,2,2021,7.924858710041037,WikiText,Speech,True
paper_0406,ImageNet,2019-11-01,2020-08-21,True,294,True,True,True,3,2019,5.7894871576988685,ImageNet,Reinforcement Learning,True
paper_0407,GLUE,2021-10-01,2022-04-14,True,195,False,False,False,0,2021,6.992161057251474,GLUE,Reinforcement Learning,True
paper_0408,GLUE,2020-05-01,2021-01-13,True,257,True,True,False,2,2020,11.685806096609301,GLUE,Computer Vision,True
paper_0409,SQuAD,2019-04-01,2020-05-05,False,400,False,False,False,0,2019,4.496342386496561,SQuAD,Speech,True
paper_0410,WMT,2020-03-01,2020-06-04,True,95,True,False,True,2,2020,5.531757729981859,WMT,Reinforcement Learning,True
paper_0411,GLUE,2023-05-01,2023-05-16,True,15,True,True,True,3,2023,10.364705688183568,GLUE,Computer Vision,True
paper_0412,SQuAD,2021-03-01,2021-08-03,True,155,True,False,False,1,2021,8.024954098670936,SQuAD,Speech,True
paper_0413,SuperGLUE,2023-07-01,2024-08-04,False,400,True,True,False,2,2023,6.431018713515781,SuperGLUE,Speech,True
paper_0414,GLUE,2021-08-01,2022-09-05,False,400,True,True,True,3,2021,6.646009723082937,GLUE,Reinforcement Learning,True
paper_0415,SuperGLUE,2022-06-01,2022-07-15,True,44,False,False,False,0,2022,7.8891052757724145,SuperGLUE,NLP,True
paper_0416,PTB,2024-08-01,2025-09-05,False,400,False,False,True,1,2024,10.499237810593334,PTB,Reinforcement Learning,True
paper_0417,CIFAR-100,2023-03-01,2023-07-21,True,142,False,False,True,1,2023,8.776932830096582,CIFAR-100,NLP,True
paper_0418,SuperGLUE,2022-10-01,2023-11-05,False,400,False,False,True,1,2022,9.87583107502131,SuperGLUE,NLP,True
paper_0419,GLUE,2022-01-01,2023-02-05,False,400,False,False,True,1,2022,9.403751562615838,GLUE,Reinforcement Learning,True
paper_0420,WMT,2022-07-01,2023-08-05,False,400,True,False,False,1,2022,6.575558472701898,WMT,Reinforcement Learning,True
paper_0421,GLUE,2023-12-01,2024-06-06,True,188,True,True,True,3,2023,7.243984201963565,GLUE,Speech,True
paper_0422,GLUE,2022-08-01,2023-08-01,True,365,True,True,False,2,2022,6.484287607988247,GLUE,Speech,True
paper_0423,CIFAR-10,2020-08-01,2021-09-05,False,400,True,True,True,3,2020,5.825855246860974,CIFAR-10,Computer Vision,True
paper_0424,GLUE,2023-03-01,2024-04-04,False,400,True,False,False,1,2023,8.54948380549269,GLUE,NLP,True
paper_0425,ImageNet,2022-03-01,2023-04-05,False,400,True,False,False,1,2022,3.9864426244670375,ImageNet,Speech,True
paper_0426,WMT,2021-03-01,2022-04-05,False,400,True,True,False,2,2021,8.94228749952418,WMT,Speech,True
paper_0427,CIFAR-100,2023-03-01,2024-04-04,False,400,True,False,False,1,2023,4.523776720909227,CIFAR-100,Reinforcement Learning,True
paper_0428,SQuAD,2022-07-01,2023-08-05,False,400,True,True,False,2,2022,6.078407078324846,SQuAD,Reinforcement Learning,True
paper_0429,GLUE,2021-06-01,2022-07-06,False,400,True,False,False,1,2021,7.640787004427649,GLUE,NLP,True
paper_0430,GLUE,2019-07-01,2020-08-04,False,400,True,False,True,2,2019,8.271264017551907,GLUE,Computer Vision,True
paper_0431,WMT,2024-09-01,2025-10-06,False,400,True,True,False,2,2024,9.393971044686113,WMT,NLP,True
paper_0432,COCO,2024-07-01,2025-04-07,True,280,True,True,False,2,2024,11.181164145235702,COCO,Reinforcement Learning,True
paper_0433,GLUE,2019-12-01,2020-11-30,True,365,True,False,True,2,2019,7.873253664736027,GLUE,Computer Vision,True
paper_0434,WMT,2022-09-01,2023-09-01,True,365,True,True,True,3,2022,12.436686966022773,WMT,Computer Vision,True
paper_0435,COCO,2021-01-01,2021-02-01,True,31,True,False,False,1,2021,11.614393287275771,COCO,Reinforcement Learning,True
